state,state_code,year,education,education_code,region,births,avg_birth_weight_g,sd_birth_weight_g,avg_mother_age,sd_mother_age,avg_gestational_age_wks,sd_gestational_age_wks
California,06,2017,High school graduate or GED completed,3,West,112979,3280.62,569.82,27.22,5.78,38.67,2.16
California,06,2018,High school graduate or GED completed,3,West,108536,3281.03,572.51,27.38,5.76,38.63,2.16
California,06,2019,High school graduate or GED completed,3,West,105388,3275.06,572.11,27.53,5.78,38.58,2.26
California,06,2020,High school graduate or GED completed,3,West,99814,3280.55,572.06,27.65,5.74,38.59,2.25
California,06,2021,High school graduate or GED completed,3,West,99304,3272.27,575.19,27.75,5.74,38.54,2.29
California,06,2022,High school graduate or GED completed,3,West,97889,3261.19,571.97,27.86,5.81,38.55,2.3
California,06,2023,High school graduate or GED completed,3,West,92483,3250.48,579.56,27.96,5.83,38.51,2.35
California,06,2024,High school graduate or GED completed,3,West,93982,3252.65,572.89,28.01,5.84,38.54,2.34
California,06,2016,"Some college credit, but not a degree",4,West,96498,3295.36,577.98,28.43,5.45,38.71,2.17
California,06,2017,"Some college credit, but not a degree",4,West,93242,3296.24,573.59,28.55,5.43,38.7,2.13
California,06,2018,"Some college credit, but not a degree",4,West,88705,3292.01,575.5,28.8,5.43,38.66,2.17
California,06,2019,"Some college credit, but not a degree",4,West,85435,3290.48,576.84,28.96,5.44,38.6,2.25
California,06,2020,"Some college credit, but not a degree",4,West,78868,3290.91,573.21,29.09,5.42,38.62,2.25
California,06,2021,"Some college credit, but not a degree",4,West,76913,3287.58,578.53,29.29,5.36,38.58,2.28
California,06,2022,"Some college credit, but not a degree",4,West,73752,3274.89,575.63,29.53,5.38,38.59,2.28
California,06,2023,"Some college credit, but not a degree",4,West,66527,3272.07,577.64,29.74,5.43,38.58,2.29
California,06,2024,"Some college credit, but not a degree",4,West,64731,3267.25,573.65,29.93,5.45,38.57,2.29
California,06,2016,"Associate degree (AA, AS)",5,West,31795,3308.58,571.33,30.44,4.96,38.74,2.11
California,06,2017,"Associate degree (AA, AS)",5,West,30847,3302.44,569.81,30.56,4.98,38.72,2.14
California,06,2018,"Associate degree (AA, AS)",5,West,29872,3299.75,576.96,30.69,4.98,38.69,2.12
California,06,2019,"Associate degree (AA, AS)",5,West,29852,3301.1,562.91,30.77,4.97,38.65,2.13
California,06,2020,"Associate degree (AA, AS)",5,West,28365,3309.02,566.74,30.83,4.95,38.66,2.14
California,06,2021,"Associate degree (AA, AS)",5,West,28866,3299.78,580.25,30.87,5.0,38.62,2.24
California,06,2022,"Associate degree (AA, AS)",5,West,28473,3279.46,573.21,30.96,5.0,38.6,2.22
California,06,2023,"Associate degree (AA, AS)",5,West,27085,3285.04,576.82,31.08,5.0,38.61,2.23
California,06,2024,"Associate degree (AA, AS)",5,West,26656,3275.6,574.22,31.23,5.02,38.59,2.26
California,06,2016,"Bachelor's degree (BA, AB, BS)",6,West,94066,3310.55,552.35,32.25,4.44,38.84,1.97
California,06,2017,"Bachelor's degree (BA, AB, BS)",6,West,94168,3307.93,549.29,32.36,4.45,38.83,1.96
California,06,2018,"Bachelor's degree (BA, AB, BS)",6,West,92001,3309.68,546.45,32.48,4.44,38.81,1.93
California,06,2019,"Bachelor's degree (BA, AB, BS)",6,West,91537,3300.2,549.96,32.54,4.47,38.75,2.02
California,06,2020,"Bachelor's degree (BA, AB, BS)",6,West,86356,3307.4,543.38,32.6,4.45,38.8,1.99
California,06,2021,"Bachelor's degree (BA, AB, BS)",6,West,88077,3300.2,549.4,32.66,4.46,38.74,2.02
California,06,2022,"Bachelor's degree (BA, AB, BS)",6,West,88218,3291.28,546.34,32.78,4.5,38.74,2.01
California,06,2023,"Bachelor's degree (BA, AB, BS)",6,West,85816,3288.12,547.69,32.8,4.53,38.74,2.05
California,06,2024,"Bachelor's degree (BA, AB, BS)",6,West,88491,3284.52,543.29,32.84,4.52,38.74,2.03
California,06,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,41680,3298.9,542.31,33.4,4.0,38.86,1.93
California,06,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,41456,3297.45,547.36,33.54,4.01,38.84,1.95
California,06,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,41821,3296.59,544.11,33.66,4.02,38.82,1.89
California,06,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,42057,3285.72,544.94,33.67,4.01,38.75,1.99
California,06,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,40136,3291.28,535.43,33.81,3.99,38.8,1.94
California,06,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,41662,3282.4,546.91,33.87,3.99,38.72,2.01
California,06,2022,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,42829,3272.8,547.47,34.0,4.02,38.71,2.0
California,06,2023,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,41852,3270.47,542.63,34.01,4.04,38.71,1.99
California,06,2024,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,43585,3263.3,537.07,34.09,4.02,38.72,2.01
California,06,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,13783,3275.44,546.9,34.63,3.83,38.8,1.97
California,06,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,13703,3274.06,545.57,34.74,3.81,38.76,1.94
California,06,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,13912,3281.36,541.61,34.8,3.75,38.79,1.89
California,06,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,14070,3267.72,542.36,34.85,3.81,38.72,1.97
California,06,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,13535,3263.2,527.38,34.91,3.78,38.76,1.94
California,06,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,14585,3264.74,531.89,35.03,3.82,38.68,1.93
California,06,2022,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,14503,3254.22,526.89,35.18,3.83,38.69,1.91
California,06,2023,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,14320,3243.89,534.17,35.21,3.89,38.64,1.98
California,06,2024,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,14562,3246.73,527.49,35.21,3.86,38.65,1.97
Colorado,08,2016,8th grade or less,1,West,1646,3211.53,578.74,30.56,6.4,38.56,2.63
Colorado,08,2017,8th grade or less,1,West,1647,3193.66,592.16,30.52,6.56,38.45,2.73
Colorado,08,2018,8th grade or less,1,West,1465,3199.37,559.24,30.54,6.7,38.4,2.59
Colorado,08,2019,8th grade or less,1,West,1504,3168.6,567.73,30.37,6.71,38.51,2.56
Colorado,08,2020,8th grade or less,1,West,1503,3160.81,563.28,30.36,6.76,38.5,2.56
Colorado,08,2021,8th grade or less,1,West,1377,3166.03,586.0,29.99,7.06,38.35,2.85
Colorado,08,2022,8th grade or less,1,West,1584,3163.65,536.73,29.65,6.73,38.39,2.68
Colorado,08,2023,8th grade or less,1,West,1655,3151.23,568.81,29.33,6.93,38.28,2.78
Colorado,08,2024,8th grade or less,1,West,1708,3125.34,551.8,28.84,6.75,38.31,2.82
Colorado,08,2016,9th through 12th grade with no diploma,2,West,6082,3134.33,564.58,25.04,6.52,38.6,2.63
Colorado,08,2017,9th through 12th grade with no diploma,2,West,5716,3132.2,564.58,25.29,6.46,38.52,2.62
Colorado,08,2018,9th through 12th grade with no diploma,2,West,5291,3123.37,558.7,25.35,6.46,38.51,2.68
Colorado,08,2019,9th through 12th grade with no diploma,2,West,5144,3113.49,553.85,25.47,6.6,38.48,2.61
Colorado,08,2020,9th through 12th grade with no diploma,2,West,4809,3108.85,555.18,25.5,6.55,38.49,2.61
Colorado,08,2021,9th through 12th grade with no diploma,2,West,4567,3098.8,550.43,25.49,6.53,38.37,2.79
Colorado,08,2022,9th through 12th grade with no diploma,2,West,4437,3092.53,554.63,25.74,6.59,38.43,2.62
Colorado,08,2023,9th through 12th grade with no diploma,2,West,4545,3067.12,560.52,25.56,6.63,38.37,2.81
Colorado,08,2024,9th through 12th grade with no diploma,2,West,4692,3075.29,555.17,25.72,6.62,38.43,2.71
Colorado,08,2016,High school graduate or GED completed,3,West,13208,3158.23,557.04,26.34,5.54,38.66,2.46
Colorado,08,2017,High school graduate or GED completed,3,West,12697,3163.23,561.16,26.29,5.55,38.65,2.46
Colorado,08,2018,High school graduate or GED completed,3,West,12506,3140.69,570.5,26.5,5.49,38.57,2.55
Colorado,08,2019,High school graduate or GED completed,3,West,12598,3147.84,555.71,26.41,5.39,38.59,2.48
Colorado,08,2020,High school graduate or GED completed,3,West,12544,3142.85,560.85,26.63,5.5,38.53,2.53
Colorado,08,2021,High school graduate or GED completed,3,West,12443,3142.41,554.96,26.7,5.44,38.47,2.5
Colorado,08,2022,High school graduate or GED completed,3,West,12661,3124.92,567.41,26.82,5.45,38.48,2.6
Colorado,08,2023,High school graduate or GED completed,3,West,13002,3124.16,557.6,26.99,5.5,38.53,2.55
Colorado,08,2024,High school graduate or GED completed,3,West,13691,3127.9,549.74,27.04,5.53,38.55,2.52
Colorado,08,2016,"Some college credit, but not a degree",4,West,14136,3189.35,568.58,27.85,5.19,38.68,2.4
Colorado,08,2017,"Some college credit, but not a degree",4,West,13381,3173.88,565.22,28.0,5.16,38.62,2.42
Colorado,08,2018,"Some college credit, but not a degree",4,West,13177,3178.44,555.39,28.12,5.17,38.61,2.36
Colorado,08,2019,"Some college credit, but not a degree",4,West,12669,3174.98,559.1,28.28,5.21,38.6,2.39
Colorado,08,2020,"Some college credit, but not a degree",4,West,12034,3173.13,545.97,28.46,5.23,38.57,2.35
Colorado,08,2021,"Some college credit, but not a degree",4,West,11943,3157.82,561.85,28.58,5.2,38.47,2.44
Colorado,08,2022,"Some college credit, but not a degree",4,West,11473,3144.79,555.25,28.67,5.2,38.48,2.44
Colorado,08,2023,"Some college credit, but not a degree",4,West,10780,3146.59,564.88,28.94,5.2,38.52,2.51
Colorado,08,2024,"Some college credit, but not a degree",4,West,10827,3159.37,554.93,28.97,5.22,38.54,2.44
Colorado,08,2016,"Associate degree (AA, AS)",5,West,5378,3200.08,576.35,29.79,4.98,38.62,2.39
Colorado,08,2017,"Associate degree (AA, AS)",5,West,5223,3188.29,560.09,29.89,4.86,38.59,2.31
Colorado,08,2018,"Associate degree (AA, AS)",5,West,4914,3188.65,574.48,30.12,4.93,38.55,2.42
Colorado,08,2019,"Associate degree (AA, AS)",5,West,4991,3177.9,565.73,30.15,4.99,38.47,2.42
Colorado,08,2020,"Associate degree (AA, AS)",5,West,4758,3177.86,546.25,30.15,5.02,38.6,2.32
Colorado,08,2021,"Associate degree (AA, AS)",5,West,4722,3167.72,566.66,30.03,4.96,38.42,2.4
Colorado,08,2022,"Associate degree (AA, AS)",5,West,4727,3149.34,553.11,30.22,4.92,38.49,2.34
Colorado,08,2023,"Associate degree (AA, AS)",5,West,4481,3167.12,550.98,30.52,4.97,38.54,2.31
Colorado,08,2024,"Associate degree (AA, AS)",5,West,4511,3171.2,554.02,30.54,4.92,38.5,2.36
Colorado,08,2016,"Bachelor's degree (BA, AB, BS)",6,West,16426,3248.0,539.02,31.64,4.28,38.84,2.09
Colorado,08,2017,"Bachelor's degree (BA, AB, BS)",6,West,15743,3236.18,542.32,31.76,4.23,38.79,2.16
Colorado,08,2018,"Bachelor's degree (BA, AB, BS)",6,West,15574,3229.54,546.07,31.85,4.22,38.73,2.17
Colorado,08,2019,"Bachelor's degree (BA, AB, BS)",6,West,15825,3219.03,534.52,32.02,4.26,38.72,2.12
Colorado,08,2020,"Bachelor's degree (BA, AB, BS)",6,West,15758,3222.4,533.88,32.01,4.23,38.73,2.15
Colorado,08,2021,"Bachelor's degree (BA, AB, BS)",6,West,16975,3217.69,529.36,32.24,4.22,38.67,2.09
Colorado,08,2022,"Bachelor's degree (BA, AB, BS)",6,West,16630,3213.38,538.49,32.14,4.27,38.69,2.16
Colorado,08,2023,"Bachelor's degree (BA, AB, BS)",6,West,16180,3207.59,536.14,32.23,4.33,38.7,2.24
Colorado,08,2024,"Bachelor's degree (BA, AB, BS)",6,West,17342,3219.19,527.21,32.34,4.3,38.72,2.17
Colorado,08,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,6976,3231.14,532.07,33.25,3.78,38.83,2.03
Colorado,08,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,7057,3228.61,541.41,33.34,3.82,38.79,2.13
Colorado,08,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,7031,3227.29,539.52,33.39,3.81,38.74,2.14
Colorado,08,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,7217,3220.04,542.77,33.49,3.8,38.67,2.15
Colorado,08,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,7337,3211.53,536.39,33.48,3.86,38.68,2.14
Colorado,08,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,7864,3219.78,520.29,33.64,3.89,38.71,1.97
Colorado,08,2022,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,8006,3202.2,536.72,33.68,3.87,38.61,2.15
Colorado,08,2023,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,7834,3211.0,514.59,33.64,3.88,38.72,2.09
Colorado,08,2024,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,8296,3201.89,537.03,33.78,3.91,38.58,2.24
Colorado,08,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,2011,3202.44,537.01,34.14,3.75,38.72,2.14
Colorado,08,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,2022,3199.19,532.44,34.31,3.77,38.73,2.08
Colorado,08,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,2050,3206.96,515.05,34.43,3.6,38.75,1.94
Colorado,08,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,2105,3191.38,543.48,34.49,3.67,38.63,2.14
Colorado,08,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,2150,3209.0,536.57,34.47,3.61,38.65,2.19
Colorado,08,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,2357,3210.37,520.21,34.53,3.65,38.63,2.02
Colorado,08,2022,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,2198,3164.95,541.13,34.61,3.81,38.56,2.14
Colorado,08,2023,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,2357,3169.63,540.78,34.65,3.83,38.57,2.12
Colorado,08,2024,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,2492,3182.71,536.02,34.7,3.88,38.55,2.05
Hawaii,15,2016,8th grade or less,1,West,157,3173.11,606.09,27.71,6.15,38.36,3.22
Hawaii,15,2017,8th grade or less,1,West,149,3169.56,619.44,27.23,6.92,37.87,3.51
Hawaii,15,2018,8th grade or less,1,West,137,3224.89,468.31,28.1,6.89,38.31,3.18
Hawaii,15,2019,8th grade or less,1,West,137,3077.47,559.41,27.94,6.83,37.8,3.25
Hawaii,15,2020,8th grade or less,1,West,116,3147.26,691.64,28.61,7.45,38.18,3.63
Hawaii,15,2021,8th grade or less,1,West,102,3231.86,584.79,29.41,7.37,38.58,2.79
Hawaii,15,2022,8th grade or less,1,West,119,3167.9,596.28,29.07,7.63,37.97,2.87
Hawaii,15,2023,8th grade or less,1,West,109,3120.29,654.52,29.09,7.59,38.39,2.9
Hawaii,15,2024,8th grade or less,1,West,104,3180.47,566.49,28.26,7.07,37.79,2.58
Hawaii,15,2016,9th through 12th grade with no diploma,2,West,2959,3160.36,601.68,26.71,6.15,38.44,3.06
Hawaii,15,2017,9th through 12th grade with no diploma,2,West,3044,3148.86,603.01,26.46,6.12,38.44,2.97
Hawaii,15,2018,9th through 12th grade with no diploma,2,West,2858,3153.55,611.83,26.68,6.22,38.48,2.93
Hawaii,15,2019,9th through 12th grade with no diploma,2,West,2863,3152.7,586.25,26.82,6.08,38.47,2.83
Hawaii,15,2020,9th through 12th grade with no diploma,2,West,2535,3170.14,592.59,27.25,6.1,38.42,2.81
Hawaii,15,2021,9th through 12th grade with no diploma,2,West,2354,3156.28,616.15,27.17,6.07,38.35,2.78
Hawaii,15,2022,9th through 12th grade with no diploma,2,West,2131,3150.44,603.19,27.18,6.11,38.34,3.14
Hawaii,15,2023,9th through 12th grade with no diploma,2,West,2432,3139.63,608.8,27.38,6.27,38.3,3.0
Hawaii,15,2024,9th through 12th grade with no diploma,2,West,1872,3129.13,592.1,27.5,6.53,38.34,2.87
Hawaii,15,2016,High school graduate or GED completed,3,West,3457,3259.43,545.04,26.45,5.49,38.81,2.5
Hawaii,15,2017,High school graduate or GED completed,3,West,3124,3261.15,552.18,26.74,5.61,38.79,2.4
Hawaii,15,2018,High school graduate or GED completed,3,West,2907,3262.6,573.58,26.8,5.57,38.84,2.56
Hawaii,15,2019,High school graduate or GED completed,3,West,2941,3247.43,555.09,26.96,5.69,38.82,2.57
Hawaii,15,2020,High school graduate or GED completed,3,West,2797,3259.2,537.21,26.86,5.56,38.93,2.47
Hawaii,15,2021,High school graduate or GED completed,3,West,2719,3260.63,558.32,27.04,5.66,38.71,2.42
Hawaii,15,2022,High school graduate or GED completed,3,West,2861,3228.33,553.67,27.22,5.69,38.73,2.63
Hawaii,15,2023,High school graduate or GED completed,3,West,2251,3242.61,531.15,27.12,5.55,38.86,2.48
Hawaii,15,2024,High school graduate or GED completed,3,West,3040,3193.62,555.3,27.31,5.67,38.69,2.52
Hawaii,15,2016,"Some college credit, but not a degree",4,West,3476,3262.01,588.86,28.37,5.51,38.83,2.56
Hawaii,15,2017,"Some college credit, but not a degree",4,West,3392,3256.95,591.06,28.39,5.58,38.73,2.62
Hawaii,15,2018,"Some college credit, but not a degree",4,West,3433,3230.34,595.92,28.76,5.61,38.67,2.71
Hawaii,15,2019,"Some college credit, but not a degree",4,West,3518,3230.53,599.73,28.85,5.65,38.68,2.55
Hawaii,15,2020,"Some college credit, but not a degree",4,West,3125,3238.79,588.65,28.81,5.55,38.69,2.53
Hawaii,15,2021,"Some college credit, but not a degree",4,West,3000,3241.62,588.38,29.41,5.61,38.68,2.52
Hawaii,15,2022,"Some college credit, but not a degree",4,West,3068,3232.52,586.97,29.09,5.48,38.72,2.78
Hawaii,15,2023,"Some college credit, but not a degree",4,West,2925,3242.05,574.8,29.23,5.56,38.78,2.48
Hawaii,15,2024,"Some college credit, but not a degree",4,West,2875,3208.12,594.89,29.61,5.66,38.64,2.58
Hawaii,15,2016,"Associate degree (AA, AS)",5,West,2298,3196.69,581.67,30.13,5.29,38.67,2.64
Hawaii,15,2017,"Associate degree (AA, AS)",5,West,2174,3204.92,593.89,30.25,5.33,38.58,2.62
Hawaii,15,2018,"Associate degree (AA, AS)",5,West,1976,3207.09,605.84,30.59,5.41,38.64,2.6
Hawaii,15,2019,"Associate degree (AA, AS)",5,West,1681,3226.45,581.95,30.89,5.27,38.75,2.53
Hawaii,15,2020,"Associate degree (AA, AS)",5,West,1622,3237.5,576.6,30.7,5.14,38.64,2.42
Hawaii,15,2021,"Associate degree (AA, AS)",5,West,1580,3211.62,580.61,31.06,5.23,38.64,2.37
Hawaii,15,2022,"Associate degree (AA, AS)",5,West,1625,3219.29,548.69,31.13,5.28,38.73,2.26
Hawaii,15,2023,"Associate degree (AA, AS)",5,West,1501,3200.26,604.93,31.32,5.26,38.59,2.62
Hawaii,15,2024,"Associate degree (AA, AS)",5,West,1459,3198.97,573.65,31.2,5.05,38.61,2.64
Hawaii,15,2016,"Bachelor's degree (BA, AB, BS)",6,West,3895,3241.88,590.89,31.8,4.67,38.8,2.52
Hawaii,15,2017,"Bachelor's degree (BA, AB, BS)",6,West,3800,3252.02,571.87,32.17,4.82,38.83,2.24
Hawaii,15,2018,"Bachelor's degree (BA, AB, BS)",6,West,3889,3248.61,550.62,32.07,4.77,38.86,2.28
Hawaii,15,2019,"Bachelor's degree (BA, AB, BS)",6,West,3803,3229.84,571.89,32.25,4.75,38.74,2.45
Hawaii,15,2020,"Bachelor's degree (BA, AB, BS)",6,West,3698,3233.58,556.53,32.11,4.75,38.86,2.36
Hawaii,15,2021,"Bachelor's degree (BA, AB, BS)",6,West,3744,3234.4,570.44,32.23,4.66,38.73,2.29
Hawaii,15,2022,"Bachelor's degree (BA, AB, BS)",6,West,3720,3227.03,573.96,32.51,4.79,38.71,2.41
Hawaii,15,2023,"Bachelor's degree (BA, AB, BS)",6,West,3630,3219.46,563.41,32.28,4.84,38.8,2.32
Hawaii,15,2024,"Bachelor's degree (BA, AB, BS)",6,West,3637,3239.72,549.64,32.35,4.83,38.87,2.28
Hawaii,15,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,1498,3223.96,586.42,34.03,4.46,38.69,2.41
Hawaii,15,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,1471,3246.02,583.94,33.77,4.2,38.75,2.52
Hawaii,15,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,1407,3251.93,579.26,34.04,4.13,38.75,2.46
Hawaii,15,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,1455,3237.72,602.7,34.13,4.27,38.73,2.64
Hawaii,15,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,1388,3253.04,543.16,34.14,4.15,38.92,2.13
Hawaii,15,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,1523,3238.76,553.52,34.26,4.14,38.69,2.14
Hawaii,15,2022,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,1486,3226.15,568.58,34.27,4.31,38.77,2.25
Hawaii,15,2023,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,1447,3259.36,559.84,34.49,4.42,38.75,2.23
Hawaii,15,2024,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,West,1409,3278.63,534.81,34.3,4.37,38.85,2.09
Hawaii,15,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,216,3303.51,507.05,34.47,3.95,38.94,1.89
Hawaii,15,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,249,3301.46,540.58,34.61,3.8,38.94,1.91
Hawaii,15,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,248,3248.44,531.88,34.5,3.62,38.75,2.08
Hawaii,15,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,246,3344.11,496.91,34.9,3.58,39.27,1.72
Hawaii,15,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,245,3277.42,451.65,34.76,3.8,39.09,1.74
Hawaii,15,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,296,3257.31,516.32,34.56,3.65,38.74,2.22
Hawaii,15,2022,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,304,3303.37,529.9,35.05,3.75,38.78,2.11
Hawaii,15,2023,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,257,3210.67,550.04,35.59,3.92,38.65,2.02
Hawaii,15,2024,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,West,284,3273.55,489.15,35.22,4.02,38.96,1.79
Idaho,16,2016,8th grade or less,1,West,539,3260.75,594.05,30.53,6.72,38.47,2.57
Idaho,16,2017,8th grade or less,1,West,463,3255.6,593.89,30.25,6.86,38.54,2.53
Idaho,16,2018,8th grade or less,1,West,414,3238.0,553.09,30.46,6.8,38.46,2.48
Idaho,16,2019,8th grade or less,1,West,449,3251.63,580.01,30.66,6.9,38.45,2.68
Idaho,16,2020,8th grade or less,1,West,393,3242.16,585.89,30.09,6.91,38.52,2.51
Idaho,16,2021,8th grade or less,1,West,399,3237.76,608.02,30.91,7.08,38.38,2.55
Idaho,16,2022,8th grade or less,1,West,358,3295.89,543.15,30.86,7.07,38.61,2.34
Idaho,16,2023,8th grade or less,1,West,394,3265.63,579.29,29.77,6.78,38.44,2.54
Idaho,16,2024,8th grade or less,1,West,399,3268.29,597.68,29.22,6.94,38.51,2.46
Idaho,16,2016,9th through 12th grade with no diploma,2,West,1963,3181.23,578.05,24.14,6.01,38.46,2.91
Idaho,16,2017,9th through 12th grade with no diploma,2,West,1946,3191.24,580.05,24.33,6.08,38.46,2.77
Idaho,16,2018,9th through 12th grade with no diploma,2,West,1801,3174.96,558.5,24.51,6.11,38.51,2.62
Idaho,16,2019,9th through 12th grade with no diploma,2,West,1804,3163.78,587.74,24.54,6.14,38.58,2.69
Idaho,16,2020,9th through 12th grade with no diploma,2,West,1754,3173.09,576.61,24.49,6.09,38.48,2.6
Idaho,16,2021,9th through 12th grade with no diploma,2,West,1630,3193.38,545.46,24.7,6.36,38.58,2.61
Idaho,16,2022,9th through 12th grade with no diploma,2,West,1537,3194.57,556.09,24.43,6.01,38.59,2.56
Idaho,16,2023,9th through 12th grade with no diploma,2,West,1573,3158.73,568.31,24.77,6.29,38.44,2.72
Idaho,16,2024,9th through 12th grade with no diploma,2,West,1577,3210.37,557.43,24.75,6.05,38.48,2.63
Idaho,16,2016,High school graduate or GED completed,3,West,5783,3250.83,560.15,25.98,5.25,38.67,2.45
Idaho,16,2017,High school graduate or GED completed,3,West,5581,3262.74,556.23,25.95,5.25,38.76,2.45
Idaho,16,2018,High school graduate or GED completed,3,West,5430,3251.62,554.73,26.14,5.27,38.65,2.45
Idaho,16,2019,High school graduate or GED completed,3,West,5503,3259.91,563.75,26.28,5.27,38.59,2.48
Idaho,16,2020,High school graduate or GED completed,3,West,5395,3252.93,561.45,26.35,5.32,38.69,2.54
Idaho,16,2021,High school graduate or GED completed,3,West,5443,3257.16,564.28,26.49,5.26,38.64,2.47
Idaho,16,2022,High school graduate or GED completed,3,West,5658,3244.35,568.8,26.55,5.28,38.64,2.48
Idaho,16,2023,High school graduate or GED completed,3,West,5710,3241.71,585.85,26.59,5.3,38.66,2.62
Idaho,16,2024,High school graduate or GED completed,3,West,5946,3246.21,576.87,26.73,5.36,38.6,2.67
Idaho,16,2016,"Some college credit, but not a degree",4,West,5761,3313.72,576.06,27.37,5.08,38.74,2.44
Idaho,16,2017,"Some college credit, but not a degree",4,West,5749,3308.78,571.28,27.62,5.1,38.74,2.45
Idaho,16,2018,"Some college credit, but not a degree",4,West,5476,3289.01,578.68,27.72,5.13,38.67,2.51
Idaho,16,2019,"Some college credit, but not a degree",4,West,5562,3302.9,555.98,27.83,5.22,38.7,2.31
Idaho,16,2020,"Some college credit, but not a degree",4,West,5238,3294.46,553.22,27.86,5.13,38.68,2.31
Idaho,16,2021,"Some college credit, but not a degree",4,West,5436,3303.41,551.41,28.07,5.14,38.7,2.44
Idaho,16,2022,"Some college credit, but not a degree",4,West,5176,3274.06,580.68,28.27,5.21,38.7,2.47
Idaho,16,2023,"Some college credit, but not a degree",4,West,4979,3304.53,541.44,28.37,5.14,38.81,2.27
